DC.identifier,DC.source,DC.date,DC.title,DC.publisher,filename_html,filename,n_tokens
973203,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.973203.php,10.08.2020,BSR-Gebrauchtwarenkaufhaus „NochMall” eröffnet,Bezirksamt Reinickendorf,973203.html,973203.txt,766
973195,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.973195.php,10.08.2020,Fünf Bürgerinitiativen laden zur Versammlung,Bezirksamt Marzahn-Hellersdorf,973195.html,973195.txt,715
973182,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2020/pressemitteilung.973182.php,10.08.2020,Wiedereröffnung der Jugendberufsagentur,Bezirksamt Mitte,973182.html,973182.txt,853
973177,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2020/pressemitteilung.973177.php,10.08.2020,Futurologie - Wasserturmtänze: Choreographierte Installation im Schöneberger Südgelände,Bezirksamt Tempelhof-Schöneberg,973177.html,973177.txt,844
973162,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.973162.php,10.08.2020,Fahrbahnausbau der Gilgenburger Straße in 12587 Berlin mit versickerungsfähigem Cheops-Pflaster,Bezirksamt Treptow-Köpenick,973162.html,973162.txt,820
973160,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.973160.php,10.08.2020,Öffentliche Übergabe von gelben Warnwesten an Schulanfängerinnen und Schulanfänger des Bezirks Steglitz-Zehlendorf am 17.08.2020,Bezirksamt Steglitz-Zehlendorf,973160.html,973160.txt,876
973156,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.973156.php,10.08.2020,Fahrbahnausbau des Finkenwegs in 12589 Berlin mit TTE MultiDrain-Plus,Bezirksamt Treptow-Köpenick,973156.html,973156.txt,827
973140,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2020/pressemitteilung.973140.php,10.08.2020,"NachbarSchatz Tempelhof: Besuch in der ""Spukvilla"" und Austausch zu Corona-Erfahrungen",Bezirksamt Tempelhof-Schöneberg,973140.html,973140.txt,965
973072,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2020/pressemitteilung.973072.php,10.08.2020,Ausstellung: „Immer wieder? Extreme Rechte und Gegenwehr in Berlin seit 1945“ in der VHS,Bezirksamt Tempelhof-Schöneberg,973072.html,973072.txt,901
973065,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2020/pressemitteilung.973065.php,10.08.2020,Vortrag zum 75. Todestag von Paul Hirsch über den Arbeiterwiderstand in der Großbeerenstraße,Bezirksamt Tempelhof-Schöneberg,973065.html,973065.txt,987
973028,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.973028.php,10.08.2020,Kranzniederlegung am 13. August 2020 - Gedenken an die Opfer des Mauerbaus vor 59 Jahren,Bezirksamt Reinickendorf,973028.html,973028.txt,568
971765,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.971765.php,10.08.2020,"Elternseminar ""Respektvolle Kommunikation"" im STZ Kaulsdorf",Bezirksamt Marzahn-Hellersdorf,971765.html,971765.txt,584
966447,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.966447.php,10.08.2020,"Die Veranstaltungsreihe ""Schwebende Bücher"" lädt zur 70. Ausgabe ein",Bezirksamt Marzahn-Hellersdorf,966447.html,966447.txt,763
972072,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.972072.php,10.08.2020,Frauen - Power – Walk,Bezirksamt Treptow-Köpenick,972072.html,972072.txt,931
973009,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2020/pressemitteilung.973009.php,10.08.2020,Sportanlage Wartenberger Straße fertiggestellt,Bezirksamt Lichtenberg,973009.html,973009.txt,880
972922,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2020/pressemitteilung.972922.php,08.08.2020,Kontaktpersonensuche 29.7.-30.7. Neue Odessa Bar,Bezirksamt Mitte,972922.html,972922.txt,915
972720,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.972720.php,07.08.2020,Kleine Kaskade im Lietzenseepark von Vandalen schwer beschädigt,Bezirksamt Charlottenburg-Wilmersdorf,972720.html,972720.txt,1007
972707,https://www.berlin.de/sen/bjf/service/presse/pressearchiv-2020/pressemitteilung.972707.php,07.08.2020,Anschub-Reserve von fast 300 000 Mund-Nasen-Masken steht bereit,"Senatsverwaltung für Bildung, Jugend und Familie",972707.html,972707.txt,645
972684,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2020/pressemitteilung.972684.php,07.08.2020,Lichtenberg nutzt Landesprogramm zum Kitaausbau am stärksten,Bezirksamt Lichtenberg,972684.html,972684.txt,823
972552,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2020/pressemitteilung.972552.php,07.08.2020,Gedenken an den Bau der Berliner Mauer,Bezirksamt Friedrichshain-Kreuzberg,972552.html,972552.txt,1316
972508,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.972508.php,07.08.2020,"STZ Kaulsdorf sucht Kursleitung für Italienisch, Englisch, Chinesisch",Bezirksamt Marzahn-Hellersdorf,972508.html,972508.txt,643
972503,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.972503.php,07.08.2020,Kita „Erlebniswald“ im Volkspark Jungfernheide fertiggestellt,Bezirksamt Charlottenburg-Wilmersdorf,972503.html,972503.txt,1362
972411,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.972411.php,07.08.2020,Gedenken an die Opfer des Mauerbaus am 13. August 1961,Bezirksamt Charlottenburg-Wilmersdorf,972411.html,972411.txt,1103
972405,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.972405.php,07.08.2020,"Ausstellung ""StadtRandLage. Ein Marzahn-Hellersdorfer ABC"" im Bezirksmuseum",Bezirksamt Marzahn-Hellersdorf,972405.html,972405.txt,737
972383,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2020/pressemitteilung.972383.php,07.08.2020,Schulstart mit vielen Neuigkeiten in Friedrichshain-Kreuzberg,Bezirksamt Friedrichshain-Kreuzberg,972383.html,972383.txt,1954
972192,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2020/pressemitteilung.972192.php,07.08.2020,TheorieMittwoch am 19. August 2020 im Bärenzwinger Berlin. Anna Bromley im Gespräch mit Diana McCarty und Brandon LaBelle,Bezirksamt Mitte,972192.html,972192.txt,1164
972115,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2020/pressemitteilung.972115.php,07.08.2020,Eröffnung der Ausstellung »VORSÄTZLICH UNGEHORSAM« in der galerie weisser elefant,Bezirksamt Mitte,972115.html,972115.txt,1092
972094,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.972094.php,07.08.2020,Wartungs- und Instandhaltungsarbeiten auf der A 113 und in den Tunneln Rudower Höhe und Altglienicke,Bezirksamt Treptow-Köpenick,972094.html,972094.txt,915
972088,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.972088.php,07.08.2020,Stadtrat Dollase besucht Sommerschulen in Reinickendorf,Bezirksamt Reinickendorf,972088.html,972088.txt,752
971809,https://www.berlin.de/sen/web/presse/pressemitteilungen/2020/pressemitteilung.971809.php,06.08.2020,Staatssekretär Christian Rickerts überreicht Verdienstmedaille an Gaming-Aid e. V. und Letsplay4Charity Gründer Ingo Horn,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",971809.html,971809.txt,919
971830,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.971830.php,06.08.2020,100 Jahre Reinickendorf als Buch,Bezirksamt Reinickendorf,971830.html,971830.txt,695
971800,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.971800.php,06.08.2020,"BVV: 32. öffentliche Sitzung des Ausschusses für Pflege, Soziales und Senioren am 13.08.2020",Bezirksamt Steglitz-Zehlendorf,971800.html,971800.txt,726
971777,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.971777.php,06.08.2020,"""Kultur macht STARK"" fördert musikalische Arbeit in der Gemeinschaftsunterkunft",Bezirksamt Marzahn-Hellersdorf,971777.html,971777.txt,620
971640,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.971640.php,06.08.2020,Neues VHS-Programm: August bis Dezember 2020,Bezirksamt Treptow-Köpenick,971640.html,971640.txt,938
971492,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.971492.php,06.08.2020,Bezirksbürgermeister Reinhard Naumann besuchte REWE-Neueröffnung an der Uhlandstraße,Bezirksamt Charlottenburg-Wilmersdorf,971492.html,971492.txt,1128
971457,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.971457.php,06.08.2020,Ratz-Fatz im September 2020,Bezirksamt Treptow-Köpenick,971457.html,971457.txt,1422
971398,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2020/pressemitteilung.971398.php,06.08.2020,Eröffnung der Ausstellung „Recession Grimace“ am 13. August 2020 in der Klosterruine Berlin,Bezirksamt Mitte,971398.html,971398.txt,1155
971390,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2020/pressemitteilung.971390.php,06.08.2020,Neugestaltung Grünanlage Rudolfplatz,Bezirksamt Friedrichshain-Kreuzberg,971390.html,971390.txt,1423
971359,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2020/pressemitteilung.971359.php,06.08.2020,Sperrgut-Aktionstage in Tempelhof Schöneberg,Bezirksamt Tempelhof-Schöneberg,971359.html,971359.txt,1207
971354,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.971354.php,06.08.2020,Ausbau der Brauerstraße mit Vollsperrung der Fahrbahn in zwei Bauabschnitten ab 31.08.2020,Bezirksamt Steglitz-Zehlendorf,971354.html,971354.txt,852
971330,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2020/pressemitteilung.971330.php,06.08.2020,"Zweiter Kiezspaziergang 2020 mit Bezirksstadtrat Ephraim Gothe am Donnerstag, 13. August von 15:00 Uhr bis 17:00 Uhr in der Bezirksregion Moabit Ost",Bezirksamt Mitte,971330.html,971330.txt,1095
971199,https://www.berlin.de/sen/web/presse/pressemitteilungen/2020/pressemitteilung.971199.php,06.08.2020,Corona-Hilfe für Gewerbemieterinnen und -mieter,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",971199.html,971199.txt,642
971114,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2020/pressemitteilung.971114.php,06.08.2020,Final Call: Jetzt bewerben und die Special Edition Green Buddy gewinnen!,Bezirksamt Tempelhof-Schöneberg,971114.html,971114.txt,1007
971125,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.971125.php,06.08.2020,BVV: 28. öffentliche Sitzung des Ausschusses für Frauen und Gleichstellung am 12.08.2020,Bezirksamt Steglitz-Zehlendorf,971125.html,971125.txt,722
971115,https://www.berlin.de/ba-pankow/aktuelles/pressemitteilungen/2020/pressemitteilung.971115.php,06.08.2020,Sprechstunde des Bezirksstadtrats Vollrad Kuhn am 27. August 2020,Bezirksamt Pankow,971115.html,971115.txt,552
971037,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.971037.php,06.08.2020,Amt für Soziales gibt Regelungen für den Publikumsverkehr ab dem 10. August 2020 bekannt,Bezirksamt Steglitz-Zehlendorf,971037.html,971037.txt,1123
969164,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.969164.php,06.08.2020,"Workshop: ""Slow - Fashion der Kulturen""",Bezirksamt Treptow-Köpenick,969164.html,969164.txt,930
964130,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.964130.php,06.08.2020,"Zeichengruppe - Kurs vom 01.09. bis 06.10.2020, Anmeldungen ab sofort möglich",Bezirksamt Steglitz-Zehlendorf,964130.html,964130.txt,752
970772,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.970772.php,05.08.2020,Volkspark Wuhlheide – Eingangsbereich am S-Bahnhof Wuhlheide,Bezirksamt Treptow-Köpenick,970772.html,970772.txt,1172
970681,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.970681.php,05.08.2020,Baumfällung in der Engelhardstraße in Johannisthal,Bezirksamt Treptow-Köpenick,970681.html,970681.txt,811
970651,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.970651.php,05.08.2020,Interaktive Geschichte für Kinder und Familien,Bezirksamt Reinickendorf,970651.html,970651.txt,597
970568,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2020/pressemitteilung.970568.php,05.08.2020,Karstadt Müllerstraße: Bezirksamt will Gespräche fortführen,Bezirksamt Mitte,970568.html,970568.txt,1021
970493,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2020/pressemitteilung.970493.php,05.08.2020,Ballspielplatz am Wansdorfer Platz lädt wieder zu einem Spiel ein,Bezirksamt Spandau,970493.html,970493.txt,687
970481,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2020/pressemitteilung.970481.php,05.08.2020,„Steht doch da!“,Bezirksamt Spandau,970481.html,970481.txt,727
970450,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.970450.php,05.08.2020,Nachholtermin: Schnupper-Fortbildung für ehrenamtliche Deutschlehrkräfte in Berlin,Bezirksamt Treptow-Köpenick,970450.html,970450.txt,1033
970379,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.970379.php,05.08.2020,Baumfällungen in der 33. Kalenderwoche 2020,Bezirksamt Treptow-Köpenick,970379.html,970379.txt,958
970318,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.970318.php,05.08.2020,Die nächste Sitzung des Runden Tisches Lankwitz-Südende findet am 26. August 2020 online statt,Bezirksamt Steglitz-Zehlendorf,970318.html,970318.txt,934
970311,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.970311.php,05.08.2020,Offene Mieterberatung in Steglitz-Zehlendorf ab 11. August wieder persönlich möglich,Bezirksamt Steglitz-Zehlendorf,970311.html,970311.txt,861
970214,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.970214.php,05.08.2020,Wachwechsel im Gesundheitsamt,Bezirksamt Charlottenburg-Wilmersdorf,970214.html,970214.txt,1128
970171,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.970171.php,05.08.2020,220. Kiezspaziergang: Charlottenburgs Norden – ein Kiez erfindet sich neu,Bezirksamt Charlottenburg-Wilmersdorf,970171.html,970171.txt,1159
970103,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.970103.php,05.08.2020,Mehrere Baumfällungen zur Gefahrenabwehr,Bezirksamt Steglitz-Zehlendorf,970103.html,970103.txt,792
970082,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.970082.php,05.08.2020,meredo – Jugendstadtrat besucht zum Ende seiner Sommertour das Medienkompetenzzentrum,Bezirksamt Reinickendorf,970082.html,970082.txt,794
970080,https://www.berlin.de/sen/web/presse/pressemitteilungen/2020/pressemitteilung.970080.php,05.08.2020,Voller Energie zur solaren Stadt: Neue Infobroschüre zum Masterplan Solarcity Berlin,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",970080.html,970080.txt,533
970068,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2020/pressemitteilung.970068.php,05.08.2020,Leben im ehemaligen Grenzgebiet - Exkursion vom Umweltladen Mitte,Bezirksamt Mitte,970068.html,970068.txt,942
969976,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.969976.php,05.08.2020,Schuljahresbeginn: Verstärkte Schulwegsicherung durch das Ordnungsamt Marzahn-Hellersdorf,Bezirksamt Marzahn-Hellersdorf,969976.html,969976.txt,665
969972,https://www.berlin.de/sen/web/presse/pressemitteilungen/2020/pressemitteilung.969972.php,05.08.2020,Corona-Kongressfonds zur Stärkung der Veranstaltungsbranche sowie Unterstützung der Tourismusbranche in Berlin,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",969972.html,969972.txt,609
969965,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.969965.php,05.08.2020,"„Der andere Beethoven“ in der Vortragsreihe ""Marzahner Konzertgespräche""",Bezirksamt Marzahn-Hellersdorf,969965.html,969965.txt,739
969962,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2020/pressemitteilung.969962.php,05.08.2020,Patientenfürsprecher/in für das Franziskus-Krankenhaus im Bezirk Mitte gesucht,Bezirksamt Mitte,969962.html,969962.txt,930
969961,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.969961.php,05.08.2020,Verkehrseinschränkungen auf der Bundesstraße 1 (Königstraße) im Bezirk Steglitz-Zehlendorf aufgrund von Fahrbahninstandsetzungsarbeiten,Bezirksamt Steglitz-Zehlendorf,969961.html,969961.txt,857
969953,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.969953.php,05.08.2020,Einweihung der neuen Spielgeräte für den Schulhof der Bäke Grundschule am 6.8.2020,Bezirksamt Steglitz-Zehlendorf,969953.html,969953.txt,862
969950,https://www.berlin.de/ba-pankow/aktuelles/pressemitteilungen/2020/pressemitteilung.969950.php,05.08.2020,Kakao und Fischbrötchen - Kinderbuch-Lesung mit Valentina Brüning am 18. August 2020,Bezirksamt Pankow,969950.html,969950.txt,760
969944,https://www.berlin.de/ba-pankow/aktuelles/pressemitteilungen/2020/pressemitteilung.969944.php,05.08.2020,Bezirk Pankow gedenkt der Maueropfer - Kranzniederlegung am 13. August 2020,Bezirksamt Pankow,969944.html,969944.txt,839
957372,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.957372.php,05.08.2020,"""Tag des offenen Denkmals 2020“ am 12.09.2020 im Gutshaus Steglitz",Bezirksamt Steglitz-Zehlendorf,957372.html,957372.txt,939
969907,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.969907.php,04.08.2020,Aktionstag: Bürgerinitiative Leon-Jessel-Platz hängt eine Kippenbox auf,Bezirksamt Charlottenburg-Wilmersdorf,969907.html,969907.txt,1129
969859,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2020/pressemitteilung.969859.php,04.08.2020,Einladung zum Gedenken der Mauertoten,Bezirksamt Spandau,969859.html,969859.txt,651
969789,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.969789.php,04.08.2020,Bezirksamt Steglitz-Zehlendorf bekräftigt Wunsch zum Wiederaufbau der Stammbahn,Bezirksamt Steglitz-Zehlendorf,969789.html,969789.txt,825
969751,https://www.berlin.de/sen/bjf/service/presse/pressearchiv-2020/pressemitteilung.969751.php,04.08.2020,Das Schuljahr startet: Rückkehr zum Regelbetrieb in Corona-Zeiten mit Einstellungsrekord,"Senatsverwaltung für Bildung, Jugend und Familie",969751.html,969751.txt,629
969720,https://www.berlin.de/sen/finanzen/presse/pressemitteilungen/pressemitteilung.969720.php,04.08.2020,Kein Publikumsverkehr: Finanzamt für Körperschaften III aufgrund eines Wasserschadens temporär geschlossen,Senatsverwaltung für Finanzen,969720.html,969720.txt,565
969652,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.969652.php,04.08.2020,Aktionswoche Bewegtes Leben in Marzahn-NordWest,Bezirksamt Marzahn-Hellersdorf,969652.html,969652.txt,712
969561,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.969561.php,04.08.2020,Die Rote Bank ist zurück in den Gärten der Welt,Bezirksamt Marzahn-Hellersdorf,969561.html,969561.txt,681
969494,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2020/pressemitteilung.969494.php,04.08.2020,Stadtnatur-Ranger*innen in Friedrichshain-Kreuzberg,Bezirksamt Friedrichshain-Kreuzberg,969494.html,969494.txt,1396
969271,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.969271.php,04.08.2020,STZ Hellersdorf-Ost: Vortrag Schlössertour durch Deutschland,Bezirksamt Marzahn-Hellersdorf,969271.html,969271.txt,601
969229,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.969229.php,04.08.2020,Nachbarschaftshilfe für Gemeinschaftsunterkunft - Aufruf der KungerKiezInitiative,Bezirksamt Treptow-Köpenick,969229.html,969229.txt,936
969240,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2020/pressemitteilung.969240.php,04.08.2020,Ausstellung in der Stadtbibliothek Mitte: Die Lernkultur der Zukunft entdecken,Bezirksamt Mitte,969240.html,969240.txt,1076
969231,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.969231.php,04.08.2020,Fahrbahnsanierung der Jafféstraße dauert eine Woche länger,Bezirksamt Charlottenburg-Wilmersdorf,969231.html,969231.txt,1032
969223,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2020/pressemitteilung.969223.php,04.08.2020,Der kunstanstifter Verlag stellt in der Stadtbibliothek Mitte aus,Bezirksamt Mitte,969223.html,969223.txt,941
969219,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.969219.php,04.08.2020,"Selbsthilfegruppe ""Ängste/Panik/Depressionen"" hat Plätze frei",Bezirksamt Marzahn-Hellersdorf,969219.html,969219.txt,649
969213,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.969213.php,04.08.2020,Bezirksverordnete der BVV Charlottenburg der Nachkriegszeit erstmals im Internet veröffentlicht,Bezirksamt Charlottenburg-Wilmersdorf,969213.html,969213.txt,1307
969211,https://www.berlin.de/ba-pankow/aktuelles/pressemitteilungen/2020/pressemitteilung.969211.php,04.08.2020,Baumaßnahmen im Einsteinpark gestartet,Bezirksamt Pankow,969211.html,969211.txt,626
969178,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2020/pressemitteilung.969178.php,04.08.2020,Badeverbot im Blümelteich,Bezirksamt Tempelhof-Schöneberg,969178.html,969178.txt,900
969200,https://www.berlin.de/sen/web/presse/pressemitteilungen/2020/pressemitteilung.969200.php,04.08.2020,Neues Förderprogramm DIGITALPRÄMIE BERLIN für den Berliner Mittelstand,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",969200.html,969200.txt,622
965765,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.965765.php,04.08.2020,Bezirksbürgermeister Oliver Igel übergibt Erinnerungsmedaille,Bezirksamt Treptow-Köpenick,965765.html,965765.txt,1202
969168,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2020/pressemitteilung.969168.php,04.08.2020,Bezirksbürgermeister Michael Grunst lädt zur Sprechstunde ein,Bezirksamt Lichtenberg,969168.html,969168.txt,605
969162,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.969162.php,04.08.2020,Schnupperkurs Lachyoga im Frauenzentrum Treptow-Köpenick,Bezirksamt Treptow-Köpenick,969162.html,969162.txt,854
969095,https://www.berlin.de/ba-pankow/aktuelles/pressemitteilungen/2020/pressemitteilung.969095.php,03.08.2020,Bürgeramt Karow/Buch bleibt am 10. August 2020 geschlossen,Bezirksamt Pankow,969095.html,969095.txt,511
969092,https://www.berlin.de/ba-pankow/aktuelles/pressemitteilungen/2020/pressemitteilung.969092.php,03.08.2020,"Sommertour von Sören Benn noch bis Freitag, 7. August 2020 - Terminänderungen am Mittwochnachmittag",Bezirksamt Pankow,969092.html,969092.txt,721
969091,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.969091.php,03.08.2020,Projektideen zu Problemlagen mit Jugendlichen gesucht,Bezirksamt Marzahn-Hellersdorf,969091.html,969091.txt,724
968803,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2020/pressemitteilung.968803.php,03.08.2020,Karstadt-Kaufhaus in der Wilmersdorfer Straße vorerst gerettet,Bezirksamt Charlottenburg-Wilmersdorf,968803.html,968803.txt,1195
968793,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.968793.php,03.08.2020,Interessenbekundungsverfahren zum Betrieb eines Kinder- und Jugendbeteiligungsbüros,Bezirksamt Treptow-Köpenick,968793.html,968793.txt,834
968789,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2020/pressemitteilung.968789.php,03.08.2020,Einsatz für Kaufhof-Filialen nur teilweise erfolgreich,Bezirksamt Lichtenberg,968789.html,968789.txt,956
968763,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.968763.php,03.08.2020,#strongertogether – Eine Initiative der bezirklichen EU-Beauftragten,Bezirksamt Reinickendorf,968763.html,968763.txt,583
968733,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2020/pressemitteilung.968733.php,03.08.2020,Spandau packt’s an: Clean Up auf Pichelswerder,Bezirksamt Spandau,968733.html,968733.txt,751
967588,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.967588.php,03.08.2020,Mit dem KarriereMobil zur Ausbildung,Bezirksamt Treptow-Köpenick,967588.html,967588.txt,875
968687,https://www.berlin.de/ba-tempelhof-schoeneberg/aktuelles/pressemitteilungen/2020/pressemitteilung.968687.php,03.08.2020,Karstadt am Tempelhofer Damm ist gerettet,Bezirksamt Tempelhof-Schöneberg,968687.html,968687.txt,918
968656,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2020/pressemitteilung.968656.php,03.08.2020,"Germanen, Dampfloks, Grenzanlagen - Führung durch die ständige Ausstellung des Museums mit Ulrike Wahlich",Bezirksamt Reinickendorf,968656.html,968656.txt,667
